,DRUGNAME,Train_size,Test_size,Accuracy,Precision,Recall,F1,AUCROC,AUCPR,N_ESTIMTORS,MAX_DEPTH
197,Tubastatin A,189119,917,0.8604143947655398,0.8589743589743589,0.9905913978494624,0.9200998751560548,0.8510162222636584,0.9474246873022764,51,7
198,UNC0638,188188,1848,0.44696969696969696,0.40938042848870876,0.997179125528914,0.5804597701149425,0.7146031643821875,0.5627461789908964,51,7
199,UNC1215,189123,913,0.9244249726177437,1.0,0.9244249726177437,0.960728514513375,-0.999,1.0,51,7
200,VNLG/124,189119,917,0.935659760087241,0.9859320046893317,0.9470720720720721,0.9661114302125215,0.9023376825100962,0.9959230422462659,51,7
201,VX-11e,189116,920,0.7956521739130434,0.814385150812065,0.9616438356164384,0.8819095477386935,0.7211463590483057,0.8937441813745757,51,7
202,VX-702,189189,847,0.9161747343565525,0.9859154929577465,0.927710843373494,0.9559279950341403,0.7287739192062367,0.9908787582035241,51,7
203,Veliparib,189186,850,0.9223529411764706,0.9936628643852978,0.927810650887574,0.9596083231334149,0.4572781065088757,0.9940117700954434,51,7
204,Vinblastine,189186,850,0.20470588235294118,0.1434010152284264,0.9912280701754386,0.2505543237250555,0.8193888253241799,0.509261131970951,51,7
205,Vinorelbine,189155,881,0.3166855845629966,0.26348039215686275,0.9953703703703703,0.41666666666666663,0.7766917293233083,0.5353997202348207,51,7
206,Vismodegib,189186,850,0.9317647058823529,0.9911616161616161,0.9389952153110048,0.9643734643734644,0.8018626110731374,0.9951431125165491,51,7
207,Vorinostat,189185,851,0.2044653349001175,0.1375796178343949,1.0,0.24188129899216126,0.7768057424854193,0.2910871231024965,51,7
208,WH-4-023,189640,396,0.648989898989899,0.7090909090909091,0.8447653429602888,0.771004942339374,0.5705791341807481,0.7817104176317966,51,7
209,WHI-P97,189116,920,0.8945652173913043,0.9431554524361949,0.9442508710801394,0.9437028438769588,0.6718636193625859,0.9635034387574639,51,7
210,WZ-1-84,189638,398,0.8015075376884422,0.9309309309309309,0.8469945355191257,0.8869814020028612,0.6164617486338798,0.9496788241334445,51,7
211,Wee1 Inhibitor,189277,759,0.8511198945981555,0.914616497829233,0.9212827988338192,0.9179375453885259,0.6742082351531611,0.9517526320675961,51,7
212,XAV939,189115,921,0.8946796959826275,0.959254947613504,0.9300225733634312,0.9444126074498568,0.5776846178652049,0.9750175027819197,51,7
213,XMD8-85,189639,397,0.7052896725440806,0.7,0.9407114624505929,0.802698145025295,0.7465140535792709,0.8231417784576545,51,7
214,XMD8-92,189540,496,0.7782258064516129,0.7819706498951782,0.9841688654353562,0.8714953271028038,0.7379293236813026,0.8927019842139954,51,7
215,Y-39983,189116,920,0.8597826086956522,0.8656542056074766,0.9814569536423841,0.919925512104283,0.8446959662853702,0.9568408494070593,51,7
216,YK-4-279,189241,795,0.29559748427672955,0.24283765347885403,0.9726775956284153,0.38864628820960695,0.7686613807635987,0.5824632941924416,51,7
217,YM201636,189116,920,0.7369565217391304,0.727803738317757,0.9857594936708861,0.8373655913978495,0.7897602408579465,0.8695248965321657,51,7
218,Z-LLNle-CHO,189638,398,0.49246231155778897,0.41543026706231456,0.9655172413793104,0.5809128630705395,0.7801826359547499,0.6909596427063848,51,7
219,ZM447439,189235,801,0.7677902621722846,0.773841961852861,0.9659863945578231,0.859304084720121,0.7326019609721823,0.8698912921618778,51,7
220,ZSTK474,189114,922,0.2841648590021692,0.23433874709976799,1.0,0.37969924812030076,0.7387238723872387,0.4399822618391657,51,7
221,Zibotentan,189116,920,0.9293478260869565,0.9988317757009346,0.9303590859630033,0.9633802816901409,0.055495103373231776,0.9968834725091928,51,7
