,DRUGNAME,ACCURACY,AUCROC,AUCPR,Hidden_units,Learning_rate_ftrl,Learning_rate_adam,L1_regularization_strength,L2_regularization_strength
196,Tretinoin,0.8787158145065398,0.7116746134951597,0.9525644246449967,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
197,Tubastatin A,0.5714285714285714,0.8431925539188264,0.9498895075336631,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
198,UNC0638,0.5416666666666666,0.6944335404203574,0.5372949391553504,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
199,UNC1215,0.864184008762322,-0.999,1.0,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
200,VNLG/124,0.9683751363140676,0.8246738117427773,0.992367816498068,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
201,VX-11e,0.7923913043478261,0.7090122566690699,0.8969463697534523,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
202,VX-702,0.9799291617473436,0.7440113394755492,0.992370348569667,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
203,Veliparib,0.8964705882352941,0.4942011834319527,0.9954415710102668,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
204,Vinblastine,0.8776470588235294,0.8038114988558354,0.4654734481751476,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
205,Vinorelbine,0.7809307604994324,0.7419521024784184,0.5065260717914974,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
206,Vismodegib,0.9823529411764705,0.7638414217361585,0.9939261587887056,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
207,Vorinostat,0.8695652173913043,0.8082348836050048,0.36974196150071276,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
208,WH-4-023,0.6540404040404041,0.5624488062372963,0.759779087386808,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
209,WHI-P97,0.9380434782608695,0.6589106084765447,0.9633730077493282,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
210,WZ-1-84,0.5829145728643216,0.5671960382513661,0.9409511962883355,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
211,Wee1 Inhibitor,0.9025032938076416,0.6663405088062622,0.9479355251600904,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
212,XAV939,0.9619978284473398,0.5813930990003225,0.9750266240714094,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
213,XMD8-85,0.6851385390428212,0.7381422924901186,0.8223428098421535,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
214,XMD8-92,0.7661290322580645,0.7460478542272737,0.9021948920592171,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
215,Y-39983,0.8260869565217391,0.82473208910295,0.9485221306907833,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
216,YK-4-279,0.44654088050314467,0.7674827672416872,0.5707341703760266,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
217,YM201636,0.6108695652173913,0.7805192950070323,0.8661163809665047,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
218,Z-LLNle-CHO,0.6557788944723618,0.729944118849666,0.6298776601433105,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
219,ZM447439,0.7390761548064919,0.7484031171153908,0.8856109032496796,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
220,ZSTK474,0.48590021691973967,0.7200563806380639,0.43191502995704295,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
221,Zibotentan,0.02717391304347826,0.30794341675734493,0.9987223250473347,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
